stA7mcF3mey5R9RgRHu4FpjwTiP1N1ZWCyZoQpbmjucPjKQ32,"7,612.10"
stA4eZ2fePj5kGUVVUpJb1Rd64NWmjbajCYmub8BJFrngsz56,"6,391.70"
st7wuFkUKHGpPc388caPJLdp3eLMBE9EHkLkZxjPbyNdve5L5,"5,687.10"
stAhcayobXLpRXwpqXkJ89esjAMeHCTw5rAXEQY4i5otk7q8T,"5,415.40"
st7gQSTZScUgWJ8feZJcYmPK4NKsRLwCiSM1E6wQkVjxzzETy,"4,653.30"
stB9xVphXajnqAwFN1UKtWwtvaL4PSbRfe2rRStkfYYMRh4ui,"4,402.00"
stA4hC5jKzJySWr9Soe4Kr6C4jz9LsbbTToKt37YwLstxTPjG,"3,685.50"
st9LZ1KTeTtVoPanNjVmUeE6HQh5SXbGCukG4tqBD9cUziZN3,"3,525.20"
st6mD3RPxALieEbRAfStrgsevmvHxTEyt81NBycy4uv2bNEuJ,"2,909.90"
st9rZFJPcQiARhcieTjzmjcYnnsDpEdwBhVYyoQrJFiUxWe31,"2,774.00"
stAsseJ6zhs3yxVsv3ptYWjHwk9Rcp3pyGVsjr5BKLoEUGHik,"2,618.90"
st8rqEwrhPr7uS3pusW7rbUexa7j5PKaPZKhZ2zeSWx2cH9Gv,"2,472.20"
st8fcgLo6Qj6MRJ6DaWkDuqePTiFehvG9Z4hTuqYJgWVhBSe7,"2,009.40"
st7VaKu2j6cQqdRPFwTkehwTNPHAxbcQc9T5ubv92Ht8Scoew,"1,935.90"
st6fp6MPTxEY8e6jd6Jo2P55hzwwrk5DNjZPbVJh3Qo5Mzxjr,"1,880.60"
st8VdkvDDLegSgYxMjfdN2AiMXBJFUec7qMQ2ScoKpiDNGqD5,"1,734.50"
st8ZzzEXPRkfRRN9gqJieVG4SbbFT3oKRoLJq3Xbj3DBm7kav,"1,607.00"
st6u4PYM97dr6n699sNqvHL3mQdQH6pdycWxoPdarkEcvTZ23,"1,551.90"
stArJXWaNpj66bR5m7SL9vpzLg14wxJGVyiJgwKCLoqypYU2s,"1,523.40"
st7rPX1Y6YdAmqaULTyZp919g9UXiKZ5igaHgzkv488J4UCwL,"1,469.00"
st9FnT3BGTzHbk8gDLZx3cekTaf8uVcm7YZwVCCPRD2rEZ8Uk,"1,382.30"
st83J82Yj2Y4EJrGTXvwRUvkGouckPPYEFR8oa9veNvkxCxxu,"1,096.30"
st6waZUdY95gkG6Drfi37ksSrMPkKfaBhZFohdvamc6xZWAsY,"1,012.50"
st7crt8hHv8dQxpuqSuW58ps2N3cjPccyj7Vc8RKaY1Aa6hWP,977.10
st9Zs14i3ZDddyBmh2bCKfgEkyyhzxS28uorCSRAyeCXZdaLq,946.00
st7ioSJe5pKHVUgUtvCvcDtsvbZaCZccTFeiUn7Uj5KC6F1wX,921.80
st6TiHsoQNiokicAMirkJyQE4Bm3Sq4A2wXMc9zAM3NbpKePd,903.60
stBhuz7wCpMLGUcSZgPoNhQssyNXFhhoQWc1b3ZEzPZNy3G99,881.90
stBEhR65KVosYLwrRsDU5yGdyaNRbRVJbBHBaQb4FNVVqJrr6,834.50
st9aK3kvERq6oyyCsusJrG66WbXyS7NgcVfwVBJ8nWatpuo9Z,774.50
st8p55zrqcfqVMMSrtyUQEZFb8xbovEAFCXf65WCgGmaQ5M67,644.20
st83BfBRoZf3cuHX1EB6HocNHveaNmJWQSe1p19Hc6uNPwNe7,619.00
st7BWTeqKBVKtK5YRWfiF7m2ckoxvsZsrbkZ2g1uTyhyPG8wJ,612.10
