stAX4x1LL8JK48PcgWEfHFtHYjqWDE5eQM92dNQPj21qLhhP5,"12,561.20"
st8uDzXV8RtUZ1wTMjJzQm1UVfCt6G6gdhcyXTR4prT2XSJPm,"8,194.90"
st6Z46hAbEy6Rn2gF9u4TkSdNHKgrkGUUM5uTi5if7zeUHSZX,"2,112.90"
st9VPsWXo8wgPpgRpJw7DejAcyvTPhhwF5BEeJ9kSKv7e3JZL,"1,975.50"
stAoYpfcDmTif2ufQETDtosaRM8jB3UPL3uVU8ENweiY5LyWY,"1,781.50"
st93CF2GnvzCsVkKRUsW5MmytpYs3ibVo69tuxbbzKEGQnj5J,"1,651.20"
st7wNMB66BCAeGpGUrGxY9byG56Fhp6U2KL7rdsEnYu7YpCys,981.70
st7dFAf19ZMjDgZuzTGmNQ6h6tF9N2Yf7iRXWcsmMzrMrty24,967.50
st7VaKu2j6cQqdRPFwTkehwTNPHAxbcQc9T5ubv92Ht8Scoew,888.00
stBxpHf7qwX5mYxxXyQrKYdFiuthz87DBsnFWUZhoYDAANbE3,879.10
st9rR34fywkS7VfoHoHsyW3xyrZ39XzjEJtzV4eZGPGsMWsrg,844.10
st8DRL4yuMVkkvmB142CJq3wAxd5YtvsxfEcCLuHaK4gmzDtc,665.50
st6bPSNoc6XPGY8qX9zEye2oDFQQQQbgWt2SVzTEVSeZXvZCQ,598.50
stBchb8AuQw5hqKW2AKnREjtVHahxHgmbhZgSadDFdH7xozor,556.60
st6dn7s1zRwECs76HTzD1q4rkRihLYVzNFa3xMrdjBBMPrAPt,542.60
st9fnzAiHBFXfVf18LmGJZ8cLdqfH1MhMKoobjafb1PqoL8Bs,523.40
st789wNqH5W85a5Qwipaxqobqo7YR5usxz3ExUAC3E53YRyd2,511.30
stBjYbhYTNKwpor9pTQEa4uKqN6mo2h4DXVVWQbzio2NQFbGS,504.10
stBkLMgdMZxZ5Ar6za1B7dRb1g2rUaHaJ6UWSfUsnxvqk8RU3,487.80
stAewjUfwoCXUkhx19N8QG5zYwXFdiNcEepdTgWzGYQ1v5rL2,483.70
st8K2JrLSaaufcYGSsRjggenXAyg4vXEom7tZH89mtLVBePXx,483.20
st7xKG5kzja7z7NBR2ix2rKSSnaJvQYFc897a7QTf6WB5EsE1,435.20
st9PF6pxBh76HQ8qPx6rhU9t8U6ufGr9bX9zEKieaKd1oeyTP,423.20
st9SFLNRihK9hHNC9GF3PCieppbqhxQToGoE7cVFz8cKC1n8S,420.00
stBJaJykbSeXVEn9qcPv5DdQtNrr7VSFhNdLPatN8rw7NKW6G,418.50
st6QhNSG7TPu9edyoxJrgK3tfCN15c4LH1eDkxXY1hccpGAXd,416.00
stAAGKp9azTh9qg6fJBCAdkBJPwqLG4xDCVsHiUaLLLAxiE7V,414.50
stBPbMrteeLST5eweaUff3evDa4q4WniKKXiv3T4znVUVNTPh,394.80
stAtG6fV6yUaBxHUeWd1c5x5Ai222h5RPpJSeQ4CoQkXf53cH,378.80
stAndVwXze4GhUeWsYoNgLP47BxZxPqCbyuRrXQJh8KCuJLfV,371.10
stBA64xoCyRwQRbMcuYHx394DyTRPdbwtgVVCnGJwG227azuc,369.40
stAZjm6zig86nXPLEHggd55GtrZCnCEe2x4pgJx3UZQvPhSJL,365.90
st8rmK8URQJin8ApGRUHLFRGdeb6EAQc6KZu5MpS7GMTjKrGq,364.20
stBjhUZvbZ4M4PbDeUYye3QUiXYP8Barr74TqMofmqdSRyncj,363.30
st9ou9x2x9EZ9y5uoGpj5iaNk7PzNFQoZqeVFVCdCVkhg1adx,346.50
st8daaPWyFtag7BpQ8R6F9iASzg5XS4JHopsWUqnMhCVxs8H7,342.70
stBniXJZ7BiGk6voXPtNYbsPUNFoU7tLVmhYAd3AMhxcyWsna,342.10
st8iDKvAkXthjgxBZ3CicGuqEjtpXgnV2pV5dzdnqh7zusTjN,337.50
