st9idRv3z62dVwfmjLaNiq1FVb2B2j3giib7ns4Vni1wZ9ePj,"58,538.20"
st7YPLQoJKhSC5VMpmXdXFYDBNCf4Du7d5KekakxNhQ2xwL1c,"43,902.50"
stBfEuYBajbsVzYdmZYdxP5S518qy5Rwcx5o9179qSjL1CwCM,"24,015.00"
st6e6fWcBwDcyjhhWuLeZfFBd3iKgM4c3EBWjT4PaTj6bPe3h,"23,685.00"
st6YH9juN7eiRu46gyTpbXQoGGakPYBVcHezP6eUd4DifJXP5,"23,206.70"
stBWcgECxEFvcJ1B1FYd3RoeL6gy743bqDayhvsXmg8vU7Vek,"21,563.60"
stAhVnQZVAietQ8vUfGxA5CWSjL1Rs6niWTaNSPPthjL4xPZn,"21,414.30"
st6TZTSR9Hnco8GmvnVoMXxNFKM19WabctevvUhx7RG1oKMBn,"21,154.30"
stBC48oPuxseg8ojtp7nmQk1Qh7AzodqPqts6zB6N1aoYCjDm,"20,482.70"
stAZS7erDUgunQne5etuGKJVnoqEBCMh3faDuXqxgtPeY7Sq9,"20,137.30"
st7ioSJe5pKHVUgUtvCvcDtsvbZaCZccTFeiUn7Uj5KC6F1wX,"19,641.50"
st7EASskXdKNAwfae7injYg3qJSN5gANaHXFvijdAq1TtJyVa,"19,358.40"
st9oquWbD1iEYRfWEF9NPQjQkUohfgKE1JNrFKh7Hc8Tb6AaS,"18,242.80"
stAqoXNpvuTThY8axrTHnRC9TkqcjHHs1s4xdnzQLiV2T4Tfy,"18,202.40"
stBLRYU1NGbhSAwMZgkpruUzX6JjSuv14P66EcSh63KvBQ2US,"17,790.30"
st9LZ1KTeTtVoPanNjVmUeE6HQh5SXbGCukG4tqBD9cUziZN3,"16,646.10"
st9wSyY8mWAwhBDnKxjww6onxSHGEf4uAKGWdmGR2fcL87bTY,"15,578.70"
st6NZwMWofktsMkuWfUJ1z5ptzi5iJSRVoWD63AtdJqyJCjSM,"15,147.40"
st8j5Fa5TGgC8mtNU3s5bdtYqiD68eDePQ2H1fsk3x5FYvJ1q,"14,882.30"
stBo2YxfV3HgVFEHDBMV8Qpgv3HWjA7QGYmP7NsgaQE35Uxwi,"14,698.50"
stBqUEPQV6Hir6TUEBznY9Qhoyf3xRe3kf6N56UPh5CKNANpn,"14,676.40"
stAX2LwMUSihGuv5BDGfGLvKktZyUi3SUGzm5ciz1UvdvXE4d,"14,630.10"
stBnSgqyW1m4BdTPFtRyfs9vfKkoYwPh53WZB3x9euaoAToJ5,"14,058.80"
st6v1CZM3oy4w8u7PaihdodYbf6njUX8njydC7U51HugmhoXy,"14,002.30"
st8dompMTCzWpH7nvkUePW1anGiZcUPrK8cMkoCpt2iy3SKXp,"13,376.60"
stBUCHFFxkN4jYo1PeA2bkRHiZLnWfMNFRtvgcnMaiAWXdCcW,"13,198.10"
st6dB9JHbmbdjCJoqJtcMXGo3pgaevF6wGWVmEiDrRVB15ahz,"12,769.50"
st8BMmkg4KeuCpj7kvKJJyj7rEFLgr9UeC9tXEy9CMRm8Pt8o,"12,624.30"
st6gKojGR8mpJe6a4JCScW6w3tKL9CrDUgW1FLe6nUFv9yGR2,"11,486.80"
st9rZxEw7NgYEAs8petCRpwWUYRTdqbCrmy6zpmXz4PQ9iajg,"11,342.10"
stA256wM7Kwd8sX7K9qedZiCFXjrBVjE7mL7M4Jx1TForAoTr,"10,868.80"
st6ahrobMTkN5vY5fFa7hufg6fUPCVig6Ko8hG4fXByfqJLpM,"10,560.70"
stA7UnAHDLyWvuXPLczupoFMPUNNWV7cqNHyrtyLDn6oqcYaa,"10,319.40"
st6Jz2ZT4js8vY68g8VanH1VKT1UpE4ZhS1MzJjiKoLosVBRc,"10,197.70"
st9Juo4rMjGWNJ2H2MQqwHkqwe5wZv7FsTKeDhHdPwJPEdu1U,"10,030.90"
st8JDtAvFYZTCwrjvWuS3FnPnYzjFQrbHYgN3AyNZ8BWEu9wD,"10,012.70"
stBEu4B1kBsomcK4PP6NzgE9QJ3v3nszmnPQmTqf85jfkh9ZH,"9,802.70"
st6opkLhkPwmHBTHznwhUCVKvmLGaM7TsTTHQCRLmBzQ1icYQ,"9,616.60"
stBA1WThwWECoMrStAiE2avh1ZkrsZac8wf8FNJwq2gjSit7q,"9,467.70"
st7e2FanSGdtp5VrP9YwQ9taT4HLqjhtsmRr3DGmytJgEYANK,"9,172.90"
stBckphpqg643J3xGhJ6BCJ6B3jzVm43e8jwGXzSGGQHLxa2G,"9,140.20"
stASA1hDAn5CeTtVXDwk3YVnFYCoUKhaWkTS7AN3xBY3Z9YV6,"8,900.70"
st6bf1gCkUszz48jBMcdr6ur1Xs4R2hghiTGNhT7UZoSS5Ue2,"8,410.00"
st6x4A1XqTjTG2WMt2WdWedfgkYsrySowbRpoP6yMvE9F6aWc,"8,230.50"
stB84Ff9DzFoQCeW8ZnUYTyKc1XhrDXzyyMGgyTrj8zwbCDdw,"8,216.60"
st9V5PZv4LxrfcSQAiX7SjJdxU8jj5khBHtaLPAtsFRNrxsbX,"8,113.40"
st6e68t3cKc7UqhSJB9GxMJCtCTVYiGqzk5f8satz9yBGW7Fc,"7,957.50"
st9AauuZLdtYCd4VEJN1uEVBrerNJmq3PBuTVcHi1Z6xiXZcV,"7,859.50"
st9cu8LEg9ykH7aNcTAzVHVhXFZrRW4CYgdb6iB2wuhTKB6Zt,"7,657.30"
st7KQACD4CNwLikCqGBXy4oDzkANZvGspyn4ZDrZqJqQT4voW,"7,432.50"
stBnufGwhTp2DswFKqwZpKFJGoCDg9vRx1t6nsTeuWRboG9kj,"6,795.30"
stBCTNw9Rxin4YHz5q3VcnzhjYhSFjmcHDu8Ks5L3dXiNdxaa,"6,596.40"
stA4hC5jKzJySWr9Soe4Kr6C4jz9LsbbTToKt37YwLstxTPjG,"6,537.10"
st7JkkABLMcVR64Ez6cczsPvQiTBg2BiBLpVYWgNJajtrQZ6Y,"6,415.80"
st86A8pPZisHAn9Mzzw9MoxY9utiXmkAEFweaBL7AN87gp61A,"6,309.80"
st7DLrEribFNxUzmL36LRPzUCEY9fTjMt2PvVmGWgfB2LKMSY,"6,201.90"
st7YtBNZebuoGan23gBCuXNf9Bmc14MGg21JY49fM4rM1jPw2,"6,032.40"
st7bEN2kUEMDahwstoQykrzg44mfcD4oSpBeSTUFNwF8HPLNt,"6,014.30"
st83PDv4XJiUSPkLDhWH9K8uTgPMsYEKvhomYVACHTBGLqARB,"6,000.90"
